taxon	sequenceID	pubmed_id	length	iso_region	iso_country	iso_year	iso_host	iso_source	cg_subtype	hn_subtype	strain
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/CY144589	CY144589	-	1424	-	USA	2005	Anas discors	-	B9|E1|A3|H11|A11|N3|B|A	H11N3	A/blue-winged teal/North Carolina/NC674-362/2005
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/CY166714	CY166714	-	1428	-	USA	2011	Anas platyrhynchos	-	B9|E1|A3|H11|A11|N3|B|A	H11N3	A/mallard/Wisconsin/11OS4362/2011
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/CY167137	CY167137	-	1428	-	USA	2012	Anas platyrhynchos	-	B10|E1|A3|H11|A11|N3|B|A	H11N3	A/mallard/Arkansas/12OS140/2012
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/CY186742	CY186742	-	1424	-	USA	2012	Anas discors	-	B9|E1|A10|H11|A11|N3|B|A	H11N3	A/blue-winged teal/Illinois/12OS2951/2012
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/CY186889	CY186889	-	1428	-	USA	2012	Anas discors	-	B4|E1|A10|H11|A11|N3|B|B	H11N3	A/blue-winged teal/Ohio/12OS2241/2012
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/CY187146	CY187146	-	1428	-	-	-	-	-	-	-	A/American green-winged teal/Wisconsin/12OS4577/2012
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/CY241065	CY241065	-	1442	Cape May Co., NJ	USA	2016	Environment	-	B10|E1|A3|H10|A5|N2|B|B	H10N2	A/environment/New Jersey/UGAI16-1117/2016
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/DQ376696	DQ376696	17274295	1421	NULL	Taiwan	1999	Gallus gallus	-	A3|D1|A12|H6|A8|N1|A|A	H6N1	A/chicken/Taiwan/0705/99
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/EU030986	EU030986	17997603	1435	NULL	USA	2006	Leucophaeus atricilla	allantoic fluid harvested from an infected egg	B10|E1|A3|H7|A11|N3|B|A	H7N3	A/laughing gull/Delaware/42/06
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/GQ247863	GQ247863	-	1328	England	United Kingdom	1956	Anseriformes sp.	-	A3|E1|A7|H11|A8|N6|A|A	H11N6	A/duck/England/1956
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/KJ361902	KJ361902	-	1453	-	USA	2004	Anas platyrhynchos	cloacal swab	B9|E1|A11|H11|A11|N3|B|B	H11N3	A/call duck/Maryland/S698/2004
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/KJ413543	KJ413543	25056712	1427	-	USA	2013	Anas discors	-	B10|E1|A3|H11|A11|N3|B|A	H11N3	A/blue-winged teal/TX/AI13-1009/2013
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/KU322399	KU322399	28791803	1443	NULL	Italy	2012	Homo sapiens	-	B2|C1|A1|H3|A2|N2|B2|A	H3N2	A/Parma/58/2012
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/KX028829	KX028829	27142079	1410	-	China	2013	Anseriformes sp.	fecal samples	A3|D1|A5|H11|A8|N3|A|A	H11N3	A/duck/Zhejiang/727D2/2013
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/KX028830	KX028830	27142079	1410	-	China	2013	Anseriformes sp.	fecal samples	A3|D1|A5|H11|A8|N3|A|A	H11N3	A/duck/Zhejiang/727D7/2013
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/KX028831	KX028831	27142079	1410	-	China	2013	Anseriformes sp.	fecal samples	A3|D1|A5|H11|A8|N3|A|A	H11N3	A/duck/Zhejiang/727D9/2013
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/KX028832	KX028832	27142079	1410	-	China	2013	Anseriformes sp.	fecal samples	A3|D1|A5|H11|A8|N3|A|A	H11N3	A/duck/Zhejiang/727D22/2013
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/KX028833	KX028833	27142079	1410	-	China	2013	Anseriformes sp.	fecal samples	A3|D1|A5|H11|A8|N3|A|A	H11N3	A/duck/Zhejiang/727D25/2013
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/KX028834	KX028834	27142079	1410	-	China	2013	Anseriformes sp.	fecal samples	A3|D1|A5|H11|A8|N3|A|A	H11N3	A/duck/Zhejiang/727D26/2013
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/KX365070	KX365070	-	1453	-	Guatemala	2012	Anas discors	-	B10|E1|A3|H11|A11|N3|B|A	H11N3	A/blue-winged teal/Guatemala/CIP049H110-36/2012
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/KX977605	KX977605	-	1464	NULL	Netherlands	2007	Anas platyrhynchos	-	A3|D1|A12|H10|A8|N7|A|B	H10N7	A/mallard duck/Netherlands/1/2007
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/KX978763	KX978763	-	1464	NULL	Netherlands	2009	Anas platyrhynchos	-	A5|D1|A12|H7|A8|N7|A|A	H7N7	A/mallard duck/Netherlands/2/2009
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/KX978990	KX978990	-	1461	NULL	Netherlands	2010	Chroicocephalus ridibundus	-	A2|E1|A6|-|A7|N8|A|A	HXN8	A/black-headed gull/Netherlands/10/2010
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/KY415716	KY415716	-	1413	NULL	China	2016	Columba livia	pigeon fecal	A5|D1|A12|H2|A8|N8|A|A	H2N8	A/Pigeon/Longquan/LQ67/2016
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/KY561034	KY561034	-	1422	-	USA	2015	Anas platyrhynchos	-	B10|E1|A3|H11|A11|N3|B|A	H11N3	A/mallard duck/Ohio/15OS7510/2015
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/KY561237	KY561237	-	1453	-	USA	2015	Anas crecca	-	B10|E1|A3|H11|A11|N3|B|A	H11N3	A/American green-winged teal/Mississippi/15OS8008/2015
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/KY575182	KY575182	-	1453	-	Mexico	2008	Anas carolinensis	cloacal swab	B9|E1|A3|H11|A11|N3|B|A	H11N3	A/green winged teal/Mexico-Sonora/701/2008
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/KY635787	KY635787	-	1422	NULL	Bangladesh	2015	Anas sp.	-	A5|D1|A12|H7|A8|N1|A|A	H7N1	A/duck/Bangladesh/24692/2015
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/KY644185	KY644185	-	1410	NULL	Chile	2016	Haematopus ater	-	B1|E1|A2|H2|A4|N2|B|A	H2N2	A/blackish oystercatcher/Chile/C6534/2016
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/KY644214	KY644214	-	1453	-	Guatemala	2011	Anas clypeata	-	B9|E1|A3|H11|A11|N3|B|A	H11N3	A/northern shoveler/Guatemala/CIP049H104-69/2011
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/KY644392	KY644392	-	1453	-	Guatemala	2012	Anas discors	-	B10|E1|A3|H11|A11|N3|B|A	H11N3	A/blue-winged teal/Guatemala/CIP049H110-37/2012
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/KY644440	KY644440	-	1453	-	Guatemala	2011	Anas discors	-	B9|E1|A3|H11|A11|N3|B|A	H11N3	A/blue-winged teal/Guatemala/CIP049H105-04/2011
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/KY990770	KY990770	-	1471	NULL	USA	2016	Anas platyrhynchos	-	B10|E1|A3|H12|A11|N5|B|A	H12N5	A/mallard duck/California/UCD470/2016
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/LC029899	LC029899	-	1430	Hokkaido	Japan	2014	Anseriformes sp.	-	A3|D1|A12|H8|A8|N2|A|A	H8N2	A/duck/Hokkaido/207/2014
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/LC371844	LC371844	-	1451	Hokkaido	Japan	2001	Anseriformes sp.	-	A5|D1|A11|H2|A8|N2|A|B	H2N2	A/duck/Hokkaido/95/2001
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/LC431478	LC431478	-	1430	Alaska	USA	1994	Anseriformes sp.	-	B8|E1|A7|H2|A11|N3|B|A	H2N3	A/duck/Alaska/5111/1994
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/MF146705	MF146705	-	1453	-	Netherlands	2005	Anas platyrhynchos	-	A5|D1|A12|H11|A8|N3|A|B	H11N3	A/mallard duck/Netherlands/24/2005
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MF147318	MF147318	-	1461	NULL	Netherlands	2012	Chroicocephalus ridibundus	-	A2|E1|A12|-|A7|N6|A|A	HXN6	A/black-headed gull/Netherlands/57/2012
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MF147444	MF147444	-	1460	NULL	Netherlands	2008	Chroicocephalus ridibundus	-	A2|E1|A6|-|A7|N8|A|A	HXN8	A/black-headed gull/Netherlands/2/2008
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MF959949	MF959949	-	1464	NULL	Netherlands	2001	Anas platyrhynchos	-	A4|D1|A12|H3|A8|N6|A|A	H3N6	A/mallard duck/Netherlands/3/2001
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MF978416	MF978416	-	1418	NULL	USA	2016	Felidae sp.	-	B3|E1|A8|H7|A11|N2|B|B	H7N2	A/feline/New York/WVDL-16/2016
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/MG214164	MG214164	-	1410	-	China	2017	Anseriformes sp.	-	A3|D1|A5|H11|A8|N3|A|A	H11N3	A/duck/Fujian/SD061/2017
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/MG214165	MG214165	-	1410	-	China	2017	-	poultry slaughterhouse	A3|D1|A5|H11|A8|N3|A|B	H11N3	A/environment/Fujian/S1XA33/2017
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/MG280120	MG280120	-	1428	-	USA	2017	Anas crecca	-	B10|E1|A7|H11|A11|N3|B|A	H11N3	A/green-winged teal/Tennessee/17OS0664/2017
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH134707	MH134707	-	1469	NULL	Chile	2016	Anas georgica	-	B1|E1|A2|H12|A4|N5|B|B	H12N5	A/yellow-billed pintail/Chile/C14831/2016
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH502284	MH502284	-	1439	New Jersey	USA	2013	Arenaria interpres	feces	B10|E1|A7|H10|A11|N2|B|A	H10N2	A/ruddy turnstone/New Jersey/AI13-2544/2013
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH569265	MH569265	-	1429	Alaska	USA	2015	Anser canagicus	Environmental (feces)	B9|E1|A3|H3|A11|N7|B|A	H3N7	A/emperor goose/Alaska/UGAI15-8445/2015
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/MH569297	MH569297	-	1410	-	USA	2015	Anser canagicus	Environmental (feces)	B4|E1|A7|H11|A11|N3|B|A	H11N3	A/emperor goose/Alaska/UGAI15-8460/2015
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH578787	MH578787	-	1413	NULL	USA	2007	Arenaria interpres	-	B9|E1|A10|H12|A11|N1|B|A	H12N1	A/ruddy turnstone/Delaware Bay/554/2007
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH579126	MH579126	-	1413	NULL	USA	2005	Arenaria interpres	-	B9|E1|A7|H11|A11|N8|B|B	H11N8	A/ruddy turnstone/Delaware Bay/446/2005
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH579131	MH579131	-	1413	NULL	USA	2003	Arenaria interpres	-	B5|E1|A10|H9|A11|N1|A|A	H9N1	A/ruddy turnstone/Delaware Bay/95/2003
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH596894	MH596894	-	1432	Delaware	USA	2002	Arenaria interpres	feces;SPF ECE	B5|E1|A3|H7|A11|N3|B|A	H7N3	A/ruddy turnstone/Delaware/650622/2002
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/MH597383	MH597383	-	1413	-	-	-	-	-	-	-	A/ruddy turnstone/Delaware/650612/2002
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MH598159	MH598159	-	1444	New Jersey	USA	2000	Arenaria interpres	feces;SPF ECE	B9|E1|A3|H12|A11|N5|B|A	H12N5	A/ruddy turnstone/New Jersey/AI00-1091/2000
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/MK236817	MK236817	-	1453	-	USA	2017	Anas discors	cloacal	B10|E1|A11|H11|A11|N3|B|A	H11N3	A/blue-winged teal/Wisconsin/17OS3270/2017
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/MK236969	MK236969	-	1453	-	USA	2017	Anas acuta	cloacal	B10|E1|A11|H11|A11|N3|B|B	H11N3	A/northern pintail/Ohio/17OS3788/2017
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/MK237287	MK237287	-	1453	-	-	-	-	-	-	-	A/northern pintail/Ohio/17OS5380/2017
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/MK237457	MK237457	-	1453	-	USA	2017	Anas platyrhynchos	cloacal	B10|E1|A11|H11|A11|N3|B|A	H11N3	A/mallard/Wisconsin/17OS3974/2017
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/MK237729	MK237729	-	1453	-	USA	2017	Anas platyrhynchos	cloacal	B10|E1|A11|H11|A11|N3|B|A	H11N3	A/mallard/Ohio/17OS3004/2017
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/MK237747	MK237747	-	1437	-	USA	2017	Anas carolinensis	cloacal	B10|E1|A11|H11|A11|N3|B|A	H11N3	A/American green-winged teal/Wisconsin/17OS4004/2017
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/MK237859	MK237859	-	1453	-	USA	2017	Anas platyrhynchos	cloacal	B10|E1|A11|H11|A11|N3|B|B	H11N3	A/mallard/Ohio/17OS5348/2017
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MK268559	MK268559	-	1441	New York	USA	2018	Homo sapiens	-	B2|C1|A1|H3|A2|N2|B2|A	H3N2	A/New York/40/2018
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MN055193	MN055193	-	1465	NULL	Chile	2018	Pygoscelis antarcticus	feces	B9|A1|A2|H11|A11|N2|B|A	H11N2	A/chinstrap penguin/Antarctica/HP04/2018
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MN988216	MN988216	-	1410	Minnesota	USA	2018	Anas platyrhynchos	oropharyngeal/cloacal swab pool from individual bird	B10|E1|A3|H2|A11|N3|B|A	H2N3	A/mallard/Minnesota/MN18-WB1-025A/2018
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/MT090213	MT090213	-	1427	-	Bangladesh	2019	Anas sp.	Cloacal	A5|D1|A12|H11|A8|N3|A|B	H11N3	A/duck/Bangladesh/38803/2019
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/MT090340	MT090340	-	1428	-	Bangladesh	2019	Anas sp.	Oral-pharyngeal	A5|D1|A12|H11|A8|N3|A|A	H11N3	A/duck/Bangladesh/38285/2019
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/MT090435	MT090435	-	1427	-	Bangladesh	2019	Anas sp.	Combined cloacal and oral-pharyngeal	A5|D1|A12|H11|A8|N3|A|A	H11N3	A/duck/Bangladesh/38297/2019
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/MT090533	MT090533	-	1427	-	Bangladesh	2019	Anas sp.	Cloacal	A5|D1|A12|H11|A8|N3|A|B	H11N3	A/duck/Bangladesh/38827/2019
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/MT090557	MT090557	-	1427	-	Bangladesh	2019	Anas sp.	Combined cloacal and oral-pharyngeal	A5|D1|A12|H11|A8|N3|A|A	H11N3	A/duck/Bangladesh/38305/2019
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/MT824620	MT824620	-	1431	-	USA	2017	Anas acuta	Cloacal	B10|E1|A3|H11|A11|N3|B|B	H11N3	A/Northern Pintail/Ohio/17OS5380/2017
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MW109586	MW109586	-	1380	Jiangxi	China	2017	Environment	swab	A4|D1|A5|H6|A8|N6|A|A	H6N6	A/environment/Jiangxi/2.16_SRGFYK103-E/2017
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MW333288	MW333288	33932612	1460	Kaohsiung	Taiwan	2016	Gallus gallus	brain	A5|D1|A12|H5|A8|N8|A|A	H5N8	A/chicken/Kaohsiung/16040021-1/2016
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MW342702	MW342702	-	1413	Kagoshima	Japan	2020	Mareca falcata	feces	A5|D1|A12|H5|A8|N8|A|A	H5N8	A/falcated duck/Kagoshima/KU-d3/2020
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MW547707	MW547707	-	1413	Gunsan	South Korea	2006	Aves	Geumgang	A5|D1|A12|H10|A8|N9|A|B	H10N9	A/aquatic bird/Gunsan/145/2006
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MW848668	MW848668	-	1466	NULL	Spain	2019	Sus scrofa	Lungs	A3|D1|A4|H1|A8|N2|A|A	H1N2	A/swine/Spain/25001-2/2019
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MW857528	MW857528	-	1377	NULL	Thailand	2015	Anseriformes sp.	cloacal swab	A5|D1|A12|H11|A6|N7|B|A	H11N7	A/duck/Thailand/CU-16340C/2015
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MW875657	MW875657	-	1422	NULL	USA	2020	Arenaria interpres	feces	B10|E1|A11|H4|A11|N9|B|A	H4N9	A/ruddy turnstone/Delaware Bay/235/2020
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/MW875719	MW875719	-	1428	-	USA	2020	Arenaria interpres	feces	B10|E1|A3|H11|A11|N3|B|A	H11N3	A/ruddy turnstone/Delaware Bay/231/2020
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/MW875788	MW875788	-	1428	-	USA	2020	Arenaria interpres	feces	B10|E1|A3|H11|A11|N3|B|A	H11N3	A/ruddy turnstone/Delaware Bay/232/2020
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/MW876047	MW876047	-	1428	-	-	-	-	-	-	-	A/ruddy turnstone/Delaware Bay/209/2020
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MW876047	MW876047	-	1428	NULL	USA	2020	Arenaria interpres	feces	B10|E1|A3|H11|A11|N3|B|A	H11N3	A/ruddy turnstone/Delaware Bay/209/2020
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MW876096	MW876096	-	1433	NULL	USA	2020	Arenaria interpres	feces	B10|E1|A11|H12|A11|N1|B|A	H12N1	A/ruddy turnstone/Delaware Bay/218/2020
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MZ565046	MZ565046	-	1350	Jalisco	Mexico	2019	Gallus gallus	cloacal swab	B9|E1|A10|H5|A10|N2|B3|B	H5N2	A/chicken/Jalisco/CPA-06432-19/2019
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MZ565342	MZ565342	-	1350	Queretaro	Mexico	2019	Gallus gallus	tracheal swab	B9|E1|A10|H5|A10|N2|B3|B	H5N2	A/chicken/Queretaro/CPA-03805-19/2019
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MZ565612	MZ565612	-	1442	NULL	Iceland	2012	Larus fuscus	cloacal swab	B4|D1|A12|H2|A8|N7|A|A	H2N7	A/lesser black-backed gull/Iceland/1656/2012
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/MZ945742	MZ945742	-	1466	NULL	Spain	2017	Sus scrofa	nasal swab	A3|D1|A4|H1|A8|N2|B|A	H1N2	A/swine/Spain/45600-2/2017
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/NC_002018	NC_002018	7080440	1413	Puerto Rico	USA	1934	Homo sapiens	nasal swab	B2|A1|A1|H1|A2|N1|B|A	H1N1	A/Puerto Rico/8/1934(H1N1)
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/NC_007368	NC_007368	-	1467	Tompkins County, NY	USA	2004	Homo sapiens	gender:M; age:16y	B2|C1|A1|H3|A2|N2|B2|A	H3N2	A/New York/392/2004
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/OL370769	OL370769	-	1419	Tasmania, King Island	Australia	2018	Arenaria interpres	pooled cloacal and oropharyngeal swab	A5|D1|A12|H12|A8|N5|A|A	H12N5	A/ruddy turnstone/King Island/13149/2018
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/OL371257	OL371257	-	1413	Victoria	Australia	2014	Anseriformes sp.	pooled fecal swabs	A3|B1|A12|H5|A9|N9|A|A	H5N9	A/wild duck/Victoria/14-0961-1/2014
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/OL371513	OL371513	-	1419	South Australia	Australia	2018	Aves	pooled fecal swabs	A3|B1|A12|H9|A9|N5|A|A	H9N5	A/wild waterbird/South Australia/18-9201854-12/2018
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/OL371657	OL371657	-	1416	Tasmania	Australia	2018	Aves	pooled fecal swabs	A5|D1|A12|H1|A11|N7|A|A	H1N7	A/wild waterbird/Tasmania/18-1081-5/2018
alignment/AL_IAV_SEG6/member/iav-ncbi-curated-segment-6/OL372193	OL372193	-	1410	-	Australia	2018	Aves	pooled fecal swabs	A5|D1|A12|H11|A11|N3|A|A	H11N3	A/wild waterfowl/Western Australia/AS18-1331-10/2018
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/OM373272	OM373272	-	1413	Shandong province	China	2020	Anseriformes sp.	-	A5|D1|A12|H10|A8|N8|A|A	H10N8	A/swan/Shandong/W3875/2020
alignment/AL_IAV_SEG6/member/iav-ncbi-refseqs-seg6/OM966134	OM966134	-	1422	NULL	USA	2021	Arenaria interpres	feces	B10|E1|A11|H10|A11|N9|B|A	H10N9	A/Ruddy Turnstone/Delaware/49/2021
